model_name,dropout,filtres_1,filtres_2,kernel_1,kernel_2,activation_1,activation_2,activation_3,epochs_effectuees,best_val_loss,best_val_acc,test_loss,test_acc
"conv_4relu-8relu_dropout_0.3relu_kernel_(2, 2)_(2, 2)",0.3,4,8,"(2, 2)","(2, 2)",relu,relu,relu,6,1.2007372379302979,0.835777759552002,1.2130615711212158,0.8238999843597412
"conv_4relu-8relu_dropout_0.3softmax_kernel_(2, 2)_(2, 2)",0.3,4,8,"(2, 2)","(2, 2)",relu,relu,softmax,17,0.07454519718885422,0.9806666374206543,0.07694502919912338,0.9760000109672546
"conv_4relu-8softmax_dropout_0.3relu_kernel_(2, 2)_(2, 2)",0.3,4,8,"(2, 2)","(2, 2)",relu,softmax,relu,5,1.0947086811065674,0.8103333115577698,1.1941602230072021,0.6812000274658203
"conv_4softmax-8relu_dropout_0.3relu_kernel_(2, 2)_(2, 2)",0.3,4,8,"(2, 2)","(2, 2)",softmax,relu,relu,4,1.5700671672821045,0.7603333592414856,1.6642353534698486,0.7523999810218811
"conv_4relu-8softmax_dropout_0.3softmax_kernel_(2, 2)_(2, 2)",0.3,4,8,"(2, 2)","(2, 2)",relu,softmax,softmax,14,0.07193489372730255,0.9792222380638123,0.07538159936666489,0.9749000072479248
"conv_4softmax-8relu_dropout_0.3relu_kernel_(2, 2)_(2, 2)",0.3,4,8,"(2, 2)","(2, 2)",softmax,relu,relu,6,1.2312068939208984,0.8142222166061401,1.301344633102417,0.7903000116348267
"conv_4softmax-8softmax_dropout_0.3relu_kernel_(2, 2)_(2, 2)",0.3,4,8,"(2, 2)","(2, 2)",softmax,softmax,relu,5,1.255122423171997,0.8086666464805603,1.4072970151901245,0.7944999933242798
"conv_4softmax-8softmax_dropout_0.3softmax_kernel_(2, 2)_(2, 2)",0.3,4,8,"(2, 2)","(2, 2)",softmax,softmax,softmax,18,0.06206873804330826,0.9826666712760925,0.06842633336782455,0.978600025177002
"conv_4relu-8relu_dropout_0.3relu_kernel_(3, 3)_(2, 2)",0.3,4,8,"(3, 3)","(2, 2)",relu,relu,relu,5,1.243421196937561,0.7914444208145142,1.2656739950180054,0.7401000261306763
"conv_4relu-8relu_dropout_0.3softmax_kernel_(3, 3)_(2, 2)",0.3,4,8,"(3, 3)","(2, 2)",relu,relu,softmax,16,0.05695432424545288,0.9835555553436279,0.05827360972762108,0.9815000295639038
"conv_4relu-8softmax_dropout_0.3relu_kernel_(3, 3)_(2, 2)",0.3,4,8,"(3, 3)","(2, 2)",relu,softmax,relu,8,0.8966900706291199,0.8677777647972107,0.9799304604530334,0.7817999720573425
"conv_4softmax-8relu_dropout_0.3relu_kernel_(3, 3)_(2, 2)",0.3,4,8,"(3, 3)","(2, 2)",softmax,relu,relu,4,1.6474699974060059,0.5474444627761841,1.661897897720337,0.5371000170707703
"conv_4relu-8softmax_dropout_0.3softmax_kernel_(3, 3)_(2, 2)",0.3,4,8,"(3, 3)","(2, 2)",relu,softmax,softmax,12,0.06545397639274597,0.9818888902664185,0.06403428316116333,0.9799000024795532
"conv_4softmax-8relu_dropout_0.3relu_kernel_(3, 3)_(2, 2)",0.3,4,8,"(3, 3)","(2, 2)",softmax,relu,relu,4,1.1845899820327759,0.8001111149787903,1.2702218294143677,0.7802000045776367
"conv_4softmax-8softmax_dropout_0.3relu_kernel_(3, 3)_(2, 2)",0.3,4,8,"(3, 3)","(2, 2)",softmax,softmax,relu,3,1.3600562810897827,0.7545555830001831,1.3943030834197998,0.701200008392334
"conv_4softmax-8softmax_dropout_0.3softmax_kernel_(3, 3)_(2, 2)",0.3,4,8,"(3, 3)","(2, 2)",softmax,softmax,softmax,19,0.05917291343212128,0.9835555553436279,0.05588536337018013,0.982200026512146
"conv_4relu-8relu_dropout_0.3relu_kernel_(4, 4)_(3, 3)",0.3,4,8,"(4, 4)","(3, 3)",relu,relu,relu,4,1.481919765472412,0.7124444246292114,1.5957541465759277,0.6988999843597412
"conv_4relu-8relu_dropout_0.3softmax_kernel_(4, 4)_(3, 3)",0.3,4,8,"(4, 4)","(3, 3)",relu,relu,softmax,17,0.05222473293542862,0.9853333234786987,0.04672373831272125,0.984000027179718
"conv_4relu-8softmax_dropout_0.3relu_kernel_(4, 4)_(3, 3)",0.3,4,8,"(4, 4)","(3, 3)",relu,softmax,relu,4,1.3869285583496094,0.6836666464805603,1.4210213422775269,0.6869000196456909
"conv_4softmax-8relu_dropout_0.3relu_kernel_(4, 4)_(3, 3)",0.3,4,8,"(4, 4)","(3, 3)",softmax,relu,relu,4,2.30129337310791,0.35022222995758057,2.2953996658325195,0.10209999978542328
"conv_4relu-8softmax_dropout_0.3softmax_kernel_(4, 4)_(3, 3)",0.3,4,8,"(4, 4)","(3, 3)",relu,softmax,softmax,16,0.05126744508743286,0.984000027179718,0.0498395673930645,0.984000027179718
"conv_4softmax-8relu_dropout_0.3relu_kernel_(4, 4)_(3, 3)",0.3,4,8,"(4, 4)","(3, 3)",softmax,relu,relu,11,1.0057098865509033,0.8665555715560913,1.066245675086975,0.8537999987602234
"conv_4softmax-8softmax_dropout_0.3relu_kernel_(4, 4)_(3, 3)",0.3,4,8,"(4, 4)","(3, 3)",softmax,softmax,relu,8,1.0180057287216187,0.8386666774749756,1.149269461631775,0.8241000175476074
"conv_4softmax-8softmax_dropout_0.3softmax_kernel_(4, 4)_(3, 3)",0.3,4,8,"(4, 4)","(3, 3)",softmax,softmax,softmax,16,0.05255485698580742,0.9851111173629761,0.052440185099840164,0.9822999835014343
"conv_4relu-8relu_dropout_0.3relu_kernel_(5, 5)_(3, 3)",0.3,4,8,"(5, 5)","(3, 3)",relu,relu,relu,3,1.9731154441833496,0.24888889491558075,2.0289106369018555,0.2362000048160553
"conv_4relu-8relu_dropout_0.3softmax_kernel_(5, 5)_(3, 3)",0.3,4,8,"(5, 5)","(3, 3)",relu,relu,softmax,15,0.052627578377723694,0.9851111173629761,0.05050428956747055,0.982699990272522
"conv_4relu-8softmax_dropout_0.3relu_kernel_(5, 5)_(3, 3)",0.3,4,8,"(5, 5)","(3, 3)",relu,softmax,relu,6,0.9110143184661865,0.8685555458068848,0.929108202457428,0.8560000061988831
"conv_4softmax-8relu_dropout_0.3relu_kernel_(5, 5)_(3, 3)",0.3,4,8,"(5, 5)","(3, 3)",softmax,relu,relu,6,1.0403448343276978,0.8598889112472534,1.084274172782898,0.8586000204086304
"conv_4relu-8softmax_dropout_0.3softmax_kernel_(5, 5)_(3, 3)",0.3,4,8,"(5, 5)","(3, 3)",relu,softmax,softmax,18,0.051955971866846085,0.984333336353302,0.05076053738594055,0.9833999872207642
"conv_4softmax-8relu_dropout_0.3relu_kernel_(5, 5)_(3, 3)",0.3,4,8,"(5, 5)","(3, 3)",softmax,relu,relu,7,1.1654677391052246,0.8482221961021423,1.1908104419708252,0.8252000212669373
"conv_4softmax-8softmax_dropout_0.3relu_kernel_(5, 5)_(3, 3)",0.3,4,8,"(5, 5)","(3, 3)",softmax,softmax,relu,8,1.3550639152526855,0.7620000243186951,1.3799184560775757,0.6111999750137329
"conv_4softmax-8softmax_dropout_0.3softmax_kernel_(5, 5)_(3, 3)",0.3,4,8,"(5, 5)","(3, 3)",softmax,softmax,softmax,16,0.0545378215610981,0.9835555553436279,0.052546802908182144,0.9821000099182129
"conv_4relu-8relu_dropout_0.3relu_kernel_(5, 5)_(4, 4)",0.3,4,8,"(5, 5)","(4, 4)",relu,relu,relu,11,1.0242702960968018,0.8697777986526489,1.0777320861816406,0.8246999979019165
"conv_4relu-8relu_dropout_0.3softmax_kernel_(5, 5)_(4, 4)",0.3,4,8,"(5, 5)","(4, 4)",relu,relu,softmax,10,0.0640755444765091,0.9811111092567444,0.06175946071743965,0.9797999858856201
"conv_4relu-8softmax_dropout_0.3relu_kernel_(5, 5)_(4, 4)",0.3,4,8,"(5, 5)","(4, 4)",relu,softmax,relu,10,1.118965983390808,0.8125555515289307,1.135299563407898,0.8059999942779541
"conv_4softmax-8relu_dropout_0.3relu_kernel_(5, 5)_(4, 4)",0.3,4,8,"(5, 5)","(4, 4)",softmax,relu,relu,6,1.6766330003738403,0.7072222232818604,1.6971062421798706,0.5394999980926514
"conv_4relu-8softmax_dropout_0.3softmax_kernel_(5, 5)_(4, 4)",0.3,4,8,"(5, 5)","(4, 4)",relu,softmax,softmax,14,0.05543513223528862,0.9845555424690247,0.04948512092232704,0.9846000075340271
"conv_4softmax-8relu_dropout_0.3relu_kernel_(5, 5)_(4, 4)",0.3,4,8,"(5, 5)","(4, 4)",softmax,relu,relu,11,1.1152595281600952,0.8435555696487427,1.1445924043655396,0.8391000032424927
"conv_4softmax-8softmax_dropout_0.3relu_kernel_(5, 5)_(4, 4)",0.3,4,8,"(5, 5)","(4, 4)",softmax,softmax,relu,6,1.0815489292144775,0.8441110849380493,1.0671089887619019,0.8307999968528748
"conv_4softmax-8softmax_dropout_0.3softmax_kernel_(5, 5)_(4, 4)",0.3,4,8,"(5, 5)","(4, 4)",softmax,softmax,softmax,20,0.049507394433021545,0.9855555295944214,0.043968506157398224,0.9851999878883362
"conv_8relu-16relu_dropout_0.3relu_kernel_(2, 2)_(2, 2)",0.3,8,16,"(2, 2)","(2, 2)",relu,relu,relu,3,2.0239083766937256,0.23733332753181458,2.0989723205566406,0.21459999680519104
"conv_8relu-16relu_dropout_0.3softmax_kernel_(2, 2)_(2, 2)",0.3,8,16,"(2, 2)","(2, 2)",relu,relu,softmax,7,0.06382783502340317,0.9818888902664185,0.06144161522388458,0.9807000160217285
"conv_8relu-16softmax_dropout_0.3relu_kernel_(2, 2)_(2, 2)",0.3,8,16,"(2, 2)","(2, 2)",relu,softmax,relu,3,2.237346887588501,0.12733332812786102,2.2362842559814453,0.12680000066757202
"conv_8softmax-16relu_dropout_0.3relu_kernel_(2, 2)_(2, 2)",0.3,8,16,"(2, 2)","(2, 2)",softmax,relu,relu,4,2.3023273944854736,0.22277778387069702,2.30259108543396,0.09799999743700027
"conv_8relu-16softmax_dropout_0.3softmax_kernel_(2, 2)_(2, 2)",0.3,8,16,"(2, 2)","(2, 2)",relu,softmax,softmax,15,0.04656502604484558,0.9869999885559082,0.04414522275328636,0.984499990940094
"conv_8softmax-16relu_dropout_0.3relu_kernel_(2, 2)_(2, 2)",0.3,8,16,"(2, 2)","(2, 2)",softmax,relu,relu,4,2.2972114086151123,0.22655555605888367,2.2982161045074463,0.09989999979734421
"conv_8softmax-16softmax_dropout_0.3relu_kernel_(2, 2)_(2, 2)",0.3,8,16,"(2, 2)","(2, 2)",softmax,softmax,relu,5,2.258155584335327,0.21044445037841797,2.2595317363739014,0.11670000106096268
"conv_8softmax-16softmax_dropout_0.3softmax_kernel_(2, 2)_(2, 2)",0.3,8,16,"(2, 2)","(2, 2)",softmax,softmax,softmax,12,0.04956720024347305,0.9864444732666016,0.04292643070220947,0.9865999817848206
"conv_8relu-16relu_dropout_0.3relu_kernel_(3, 3)_(2, 2)",0.3,8,16,"(3, 3)","(2, 2)",relu,relu,relu,3,1.91447913646698,0.4431111216545105,1.9291318655014038,0.4348999857902527
"conv_8relu-16relu_dropout_0.3softmax_kernel_(3, 3)_(2, 2)",0.3,8,16,"(3, 3)","(2, 2)",relu,relu,softmax,13,0.045766983181238174,0.9867777824401855,0.04513390362262726,0.9850000143051147
"conv_8relu-16softmax_dropout_0.3relu_kernel_(3, 3)_(2, 2)",0.3,8,16,"(3, 3)","(2, 2)",relu,softmax,relu,3,1.1902393102645874,0.7378888726234436,1.282996416091919,0.7258999943733215
"conv_8softmax-16relu_dropout_0.3relu_kernel_(3, 3)_(2, 2)",0.3,8,16,"(3, 3)","(2, 2)",softmax,relu,relu,5,1.2928194999694824,0.7948889136314392,1.2772467136383057,0.6212999820709229
"conv_8relu-16softmax_dropout_0.3softmax_kernel_(3, 3)_(2, 2)",0.3,8,16,"(3, 3)","(2, 2)",relu,softmax,softmax,13,0.04357746243476868,0.987666666507721,0.042079418897628784,0.9855999946594238
"conv_8softmax-16relu_dropout_0.3relu_kernel_(3, 3)_(2, 2)",0.3,8,16,"(3, 3)","(2, 2)",softmax,relu,relu,3,2.0062572956085205,0.5299999713897705,2.052973508834839,0.5167999863624573
"conv_8softmax-16softmax_dropout_0.3relu_kernel_(3, 3)_(2, 2)",0.3,8,16,"(3, 3)","(2, 2)",softmax,softmax,relu,4,2.1143686771392822,0.18255555629730225,2.11350679397583,0.18160000443458557
"conv_8softmax-16softmax_dropout_0.3softmax_kernel_(3, 3)_(2, 2)",0.3,8,16,"(3, 3)","(2, 2)",softmax,softmax,softmax,7,0.05437340587377548,0.9851111173629761,0.046778880059719086,0.9847999811172485
"conv_8relu-16relu_dropout_0.3relu_kernel_(4, 4)_(3, 3)",0.3,8,16,"(4, 4)","(3, 3)",relu,relu,relu,3,1.2424269914627075,0.8045555353164673,1.2216131687164307,0.7968000173568726
"conv_8relu-16relu_dropout_0.3softmax_kernel_(4, 4)_(3, 3)",0.3,8,16,"(4, 4)","(3, 3)",relu,relu,softmax,16,0.04275760054588318,0.9875555634498596,0.034009236842393875,0.9886999726295471
"conv_8relu-16softmax_dropout_0.3relu_kernel_(4, 4)_(3, 3)",0.3,8,16,"(4, 4)","(3, 3)",relu,softmax,relu,3,2.1542205810546875,0.15477778017520905,2.160188674926758,0.15410000085830688
"conv_8softmax-16relu_dropout_0.3relu_kernel_(4, 4)_(3, 3)",0.3,8,16,"(4, 4)","(3, 3)",softmax,relu,relu,3,1.750586986541748,0.6437777876853943,1.7473450899124146,0.6402000188827515
"conv_8relu-16softmax_dropout_0.3softmax_kernel_(4, 4)_(3, 3)",0.3,8,16,"(4, 4)","(3, 3)",relu,softmax,softmax,18,0.03354813903570175,0.9901111125946045,0.03196360915899277,0.9897000193595886
"conv_8softmax-16relu_dropout_0.3relu_kernel_(4, 4)_(3, 3)",0.3,8,16,"(4, 4)","(3, 3)",softmax,relu,relu,4,2.0604183673858643,0.46888887882232666,2.0613203048706055,0.17180000245571136
"conv_8softmax-16softmax_dropout_0.3relu_kernel_(4, 4)_(3, 3)",0.3,8,16,"(4, 4)","(3, 3)",softmax,softmax,relu,3,2.15246844291687,0.16955555975437164,2.162227153778076,0.16830000281333923
"conv_8softmax-16softmax_dropout_0.3softmax_kernel_(4, 4)_(3, 3)",0.3,8,16,"(4, 4)","(3, 3)",softmax,softmax,softmax,12,0.03716498985886574,0.9895555377006531,0.03203992545604706,0.9890000224113464
"conv_8relu-16relu_dropout_0.3relu_kernel_(5, 5)_(3, 3)",0.3,8,16,"(5, 5)","(3, 3)",relu,relu,relu,3,1.7493873834609985,0.43844443559646606,1.7284505367279053,0.43650001287460327
"conv_8relu-16relu_dropout_0.3softmax_kernel_(5, 5)_(3, 3)",0.3,8,16,"(5, 5)","(3, 3)",relu,relu,softmax,8,0.04782574623823166,0.9860000014305115,0.04290207475423813,0.9847999811172485
"conv_8relu-16softmax_dropout_0.3relu_kernel_(5, 5)_(3, 3)",0.3,8,16,"(5, 5)","(3, 3)",relu,softmax,relu,3,1.7663650512695312,0.35688889026641846,1.7849622964859009,0.3587999939918518
"conv_8softmax-16relu_dropout_0.3relu_kernel_(5, 5)_(3, 3)",0.3,8,16,"(5, 5)","(3, 3)",softmax,relu,relu,4,2.265406847000122,0.49933332204818726,2.2716469764709473,0.10980000346899033
"conv_8relu-16softmax_dropout_0.3softmax_kernel_(5, 5)_(3, 3)",0.3,8,16,"(5, 5)","(3, 3)",relu,softmax,softmax,10,0.04354896768927574,0.9877777695655823,0.03727944940328598,0.988099992275238
"conv_8softmax-16relu_dropout_0.3relu_kernel_(5, 5)_(3, 3)",0.3,8,16,"(5, 5)","(3, 3)",softmax,relu,relu,5,1.331785798072815,0.7517777681350708,1.4107625484466553,0.7376999855041504
"conv_8softmax-16softmax_dropout_0.3relu_kernel_(5, 5)_(3, 3)",0.3,8,16,"(5, 5)","(3, 3)",softmax,softmax,relu,4,2.260115623474121,0.0989999994635582,2.269432783126831,0.09799999743700027
"conv_8softmax-16softmax_dropout_0.3softmax_kernel_(5, 5)_(3, 3)",0.3,8,16,"(5, 5)","(3, 3)",softmax,softmax,softmax,14,0.03429093956947327,0.9907777905464172,0.027662411332130432,0.9907000064849854
"conv_8relu-16relu_dropout_0.3relu_kernel_(5, 5)_(4, 4)",0.3,8,16,"(5, 5)","(4, 4)",relu,relu,relu,3,2.07075834274292,0.30844444036483765,2.067110300064087,0.3070000112056732
"conv_8relu-16relu_dropout_0.3softmax_kernel_(5, 5)_(4, 4)",0.3,8,16,"(5, 5)","(4, 4)",relu,relu,softmax,12,0.03828097879886627,0.9894444346427917,0.0321333110332489,0.9896000027656555
"conv_8relu-16softmax_dropout_0.3relu_kernel_(5, 5)_(4, 4)",0.3,8,16,"(5, 5)","(4, 4)",relu,softmax,relu,3,1.1764469146728516,0.8142222166061401,1.2213058471679688,0.8061000108718872
"conv_8softmax-16relu_dropout_0.3relu_kernel_(5, 5)_(4, 4)",0.3,8,16,"(5, 5)","(4, 4)",softmax,relu,relu,4,1.2568944692611694,0.8306666612625122,1.2595399618148804,0.8230999708175659
"conv_8relu-16softmax_dropout_0.3softmax_kernel_(5, 5)_(4, 4)",0.3,8,16,"(5, 5)","(4, 4)",relu,softmax,softmax,8,0.039814479649066925,0.9883333444595337,0.035364337265491486,0.9879000186920166
"conv_8softmax-16relu_dropout_0.3relu_kernel_(5, 5)_(4, 4)",0.3,8,16,"(5, 5)","(4, 4)",softmax,relu,relu,4,2.123838424682617,0.6494444608688354,2.158262252807617,0.13510000705718994
"conv_8softmax-16softmax_dropout_0.3relu_kernel_(5, 5)_(4, 4)",0.3,8,16,"(5, 5)","(4, 4)",softmax,softmax,relu,5,0.9226232767105103,0.8982222080230713,0.9174365401268005,0.8878999948501587
"conv_8softmax-16softmax_dropout_0.3softmax_kernel_(5, 5)_(4, 4)",0.3,8,16,"(5, 5)","(4, 4)",softmax,softmax,softmax,12,0.0402318574488163,0.9893333315849304,0.03273914381861687,0.989300012588501
"conv_16relu-32relu_dropout_0.3relu_kernel_(2, 2)_(2, 2)",0.3,16,32,"(2, 2)","(2, 2)",relu,relu,relu,3,2.2300102710723877,0.2711111009120941,2.1963798999786377,0.26489999890327454
"conv_16relu-32relu_dropout_0.3softmax_kernel_(2, 2)_(2, 2)",0.3,16,32,"(2, 2)","(2, 2)",relu,relu,softmax,7,0.049685727804899216,0.9856666922569275,0.047274403274059296,0.9853000044822693
"conv_16relu-32softmax_dropout_0.3relu_kernel_(2, 2)_(2, 2)",0.3,16,32,"(2, 2)","(2, 2)",relu,softmax,relu,9,2.1206908226013184,0.2290000021457672,2.1003997325897217,0.1915999948978424
"conv_16softmax-32relu_dropout_0.3relu_kernel_(2, 2)_(2, 2)",0.3,16,32,"(2, 2)","(2, 2)",softmax,relu,relu,4,2.2155985832214355,0.5523333549499512,2.2194669246673584,0.13410000503063202
"conv_16relu-32softmax_dropout_0.3softmax_kernel_(2, 2)_(2, 2)",0.3,16,32,"(2, 2)","(2, 2)",relu,softmax,softmax,9,0.04353439435362816,0.988111138343811,0.035875946283340454,0.9887999892234802
"conv_16softmax-32relu_dropout_0.3relu_kernel_(2, 2)_(2, 2)",0.3,16,32,"(2, 2)","(2, 2)",softmax,relu,relu,3,2.098083257675171,0.3898888826370239,2.0960400104522705,0.3905999958515167
"conv_16softmax-32softmax_dropout_0.3relu_kernel_(2, 2)_(2, 2)",0.3,16,32,"(2, 2)","(2, 2)",softmax,softmax,relu,6,1.9973573684692383,0.2182222157716751,2.0132791996002197,0.21439999341964722
"conv_16softmax-32softmax_dropout_0.3softmax_kernel_(2, 2)_(2, 2)",0.3,16,32,"(2, 2)","(2, 2)",softmax,softmax,softmax,8,0.045277614146471024,0.9869999885559082,0.04248674958944321,0.9860000014305115
"conv_16relu-32relu_dropout_0.3relu_kernel_(3, 3)_(2, 2)",0.3,16,32,"(3, 3)","(2, 2)",relu,relu,relu,3,1.83765709400177,0.5555555820465088,1.880847454071045,0.5457000136375427
"conv_16relu-32relu_dropout_0.3softmax_kernel_(3, 3)_(2, 2)",0.3,16,32,"(3, 3)","(2, 2)",relu,relu,softmax,7,0.04447278752923012,0.9874444603919983,0.04082779958844185,0.9871000051498413
"conv_16relu-32softmax_dropout_0.3relu_kernel_(3, 3)_(2, 2)",0.3,16,32,"(3, 3)","(2, 2)",relu,softmax,relu,3,1.9032573699951172,0.27033331990242004,1.902422308921814,0.27480000257492065
"conv_16softmax-32relu_dropout_0.3relu_kernel_(3, 3)_(2, 2)",0.3,16,32,"(3, 3)","(2, 2)",softmax,relu,relu,4,2.2969553470611572,0.472555547952652,2.3012094497680664,0.0982000008225441
"conv_16relu-32softmax_dropout_0.3softmax_kernel_(3, 3)_(2, 2)",0.3,16,32,"(3, 3)","(2, 2)",relu,softmax,softmax,10,0.03786787763237953,0.9893333315849304,0.03700872138142586,0.9883000254631042
"conv_16softmax-32relu_dropout_0.3relu_kernel_(3, 3)_(2, 2)",0.3,16,32,"(3, 3)","(2, 2)",softmax,relu,relu,6,2.2503926753997803,0.4354444444179535,2.2560782432556152,0.11819999665021896
"conv_16softmax-32softmax_dropout_0.3relu_kernel_(3, 3)_(2, 2)",0.3,16,32,"(3, 3)","(2, 2)",softmax,softmax,relu,4,2.300792694091797,0.09977778047323227,2.3025779724121094,0.09849999845027924
"conv_16softmax-32softmax_dropout_0.3softmax_kernel_(3, 3)_(2, 2)",0.3,16,32,"(3, 3)","(2, 2)",softmax,softmax,softmax,9,0.04669967666268349,0.9882222414016724,0.03768587484955788,0.9891999959945679
"conv_16relu-32relu_dropout_0.3relu_kernel_(4, 4)_(3, 3)",0.3,16,32,"(4, 4)","(3, 3)",relu,relu,relu,3,1.895027995109558,0.49433332681655884,1.9142417907714844,0.48330000042915344
"conv_16relu-32relu_dropout_0.3softmax_kernel_(4, 4)_(3, 3)",0.3,16,32,"(4, 4)","(3, 3)",relu,relu,softmax,9,0.036554183810949326,0.9895555377006531,0.029056530445814133,0.9905999898910522
"conv_16relu-32softmax_dropout_0.3relu_kernel_(4, 4)_(3, 3)",0.3,16,32,"(4, 4)","(3, 3)",relu,softmax,relu,3,2.2145583629608154,0.13633333146572113,2.1899893283843994,0.1477999985218048
"conv_16softmax-32relu_dropout_0.3relu_kernel_(4, 4)_(3, 3)",0.3,16,32,"(4, 4)","(3, 3)",softmax,relu,relu,3,2.2358548641204834,0.5038889050483704,2.229945421218872,0.49050000309944153
"conv_16relu-32softmax_dropout_0.3softmax_kernel_(4, 4)_(3, 3)",0.3,16,32,"(4, 4)","(3, 3)",relu,softmax,softmax,6,0.03457111120223999,0.9900000095367432,0.0336972251534462,0.9891999959945679
"conv_16softmax-32relu_dropout_0.3relu_kernel_(4, 4)_(3, 3)",0.3,16,32,"(4, 4)","(3, 3)",softmax,relu,relu,3,2.132387161254883,0.3862222135066986,2.1481800079345703,0.3930000066757202
"conv_16softmax-32softmax_dropout_0.3relu_kernel_(4, 4)_(3, 3)",0.3,16,32,"(4, 4)","(3, 3)",softmax,softmax,relu,6,2.2509052753448486,0.6104444265365601,2.2597620487213135,0.1071000024676323
"conv_16softmax-32softmax_dropout_0.3softmax_kernel_(4, 4)_(3, 3)",0.3,16,32,"(4, 4)","(3, 3)",softmax,softmax,softmax,8,0.0368141271173954,0.9895555377006531,0.034681737422943115,0.9883999824523926
"conv_16relu-32relu_dropout_0.3relu_kernel_(5, 5)_(3, 3)",0.3,16,32,"(5, 5)","(3, 3)",relu,relu,relu,3,1.9355462789535522,0.3266666531562805,1.9329338073730469,0.3174999952316284
"conv_16relu-32relu_dropout_0.3softmax_kernel_(5, 5)_(3, 3)",0.3,16,32,"(5, 5)","(3, 3)",relu,relu,softmax,10,0.03457876667380333,0.9906666874885559,0.029651494696736336,0.9902999997138977
